spelling;spellingWithRandomChars;spellingWithRandomCharsIgnoreSpaces;inflectionsWithRandomChars;definitionsContainingExpressions;definitionsStartingWithParenthesis;definitionsStartingWithRandomChars;examplesContainingExpressions;definitionsStartingWithTags;stringsEndingWithCurlyBraces
ПАМПАСЫ;false;false;;;;;;<ед.нет.геогр.> пампасар (кьибле патан Америкадин еке чуьллер);
ПАМФЛЕТ;false;false;;;;;;<лит.> памфлет (политикадин, обществодин кардиз талукь са гьал, са вакъиа, са кас пислемишна, адан аксина кхьей макъала, брошюра ва я маса шей);
ПАМЯТНИК;false;false;;;;;;<лит.> куьгьне эамандилай амай кхьей затI;
ПАНАМА;false;false;;;({головной убор}) панама (гьяркьуь къерехар галай, гьасир хьиз храй, кьилел алукIдай затI);;;;
ПАНТАЛОНЫ;false;false;;;;;;<уст.> шалвар;
ПАПАША;false;false;;;;;;<пер.> буба дах, тха;
ПАРАЛЛЕЛИЗМ;false;false;;;;;;<лит.> къвал-къвалав гвай цIарара ва я предложенийра ухшар членар гьа сад хьтин чкайрал ишлемишун;
ПАРАПЕТ;false;false;;;;;;<архит.> чахчахар, мегьежар, къерехдай авай цал хьтинди (мес. муькъвелай ават тавун патал къерехдай ядай);
ПАРАФРАЗ, ПАРАФРАЗА;true;true;;;;;;<лит.> са ва са шумуд гафунин, предложениедин метлеб маса гафаралди лугьун, гьа и маса гафар.;
ПАРИ;false;false;;;;;;<ср.нескл.> мерж (таржума, чардума), мерж кьун, таржума кьун, жинаб кьун;
ПАРИТЬСЯ;false;false;;;;;;<пер.разг.> чимила гьекьедал хьун, гьекьер авахьун, чимила ккун (мес. ракъиник);
ПАРТАКТИВ;false;false;;;({партийный актив}) партактив;;;;
ПАРТБИЛЕТ;false;false;;;({партийный билет}) партбилет (партиядин членвилин билет);;;;
ПАРТКОМ;false;false;;;({партийный комитет}) партком (партиядин комитет);;;;
ПАРТКОНФЕРЕНЦИЯ;false;false;;;({партийная конференция}) партконференция (партиядин конференция);;;;
ПАРТОРГ;false;false;;;({партийный организатор}) парторг (партиядин организатор, партийный организатор, партиядин тешкилатдин регьбер);;;;
ПАРТОРГАНИЗАЦИЯ;false;false;;;({партийная организация}) парторганизация, партиядин тешкилат, партиядин организация, партийный организация;;;;
ПАРТСОБРАНИЕ;false;false;;;({партийное собрание}) партиядин собрание, партийный собрание;;;;
ПАРТСТАЖ;false;false;;;({партийный стаж}) партстаж, партийнивилин стаж (партиядиз гьахьайдалай кьулухъ алатай вахт);;;;
ПАРТСЪЕЗД;false;false;;;({партийный съезд)} партсъезд, партиядин съезд;;;;
ПАССАЖ;false;false;;;;;;<пер.уст.> са кардин къене бейхабар уюн, рикIелни алачир са къариб гьал;
ПАССИВ;false;false;;;;;;<эк.> пассив (са карханадин ва я идарадин хиве авай пулунин ва маса шейэрин буржар ва мажбурвилер вири);
ПАСТУШЕСКИЙ, ПАСТУШИЙ;true;true;;;;;;;
ПАТЕНТОВАННЫЙ;false;false;;;;;;<пер.разг.> халис, шаксуз;
ПАТРУЛЬ;false;false;;;;;;<м.воен.> патруль (са чкада къайда хуьниз килигдай, ахтармишдай, къекъведай къаравул аскеррин гъвечIи десте);
ПЕДВУЗ;false;false;;;({педагогическое высшее учебное заведение)} педвуз;;;;
ПЕЛЕРИНА, ПЕЛЕРИНКА;true;true;;;;;;;
ПЕРЕВЯЗКА;false;false;;;(хер) кутIунун, ахъайна кутIун хъувун;;;;
ПЕРЕГОН;false;false;;;(кьве станциядин) ара, арада авай рехъ;;;;
ПЕРЕГОРАТЬ;false;false;;;;;;<несов.см.> {перегореть};
ПЕРЕГРУЖАТЬСЯ;false;false;;;;;;<пер.разг.> жуван хиве кьадардилай гзаф кIвалахар кьун;
ПЕРЕД, ПЕРЕДО;true;true;;;;;;;
ПЕРЕДВИНУТЬ;false;false;;;(анихъ, масанал) юзурун, чIугун, къакъудун, тухвана эцигун;;;;
ПЕРЕДВИНУТЬСЯ;false;false;;;(масанихъ, анихъ) хьун, юзун, фин, чкадилай алатун;;;;
ПЕРЕДРАЗНИТЬ;false;false;;;(са масада) хьтин амалар авун, ухшар макьамар авун;;;;
ПЕРЕЗРЕЛЫЙ;false;false;;;;;;<пер.разг.> чрана гьалдай фейи, вахт алатнавай, акъахай;
ПЕРЕЗРЕТЬ;false;false;;;;;;<пер.разг.> чрана гьял хьун, вахтунилай алатун, акъахун (мес. цуьк);
ПЕРЕКАТИ-ПОЛЕ;false;false;;;(кьурайла вини кьатI хана алатдай ва кIем хьиз чуьлда алчуд жез гару къекъуьрдай са чIуру хъач);;;;
ПЕРЕЛИВАТЬСЯ;false;false;;;(сада-садав зил кьаз агъуз аватиз хкаж хъижез) куркурдин ван хьиз акъатун;;;;
ПЕРЕСАДКА;false;false;;;;;;<ж.-д.> пересадка ( ракьун рекье поезддай эвичIна масадаз акьахун;
ПЕРЕТЯНУТЬ;false;false;;;;;;<пер.разг.> тухун, вичин патаз тухун;
ПЕСНЬ;false;false;;;;;;<уст.> мани|<лит.> мани (манийрикай ибарат тир поэмадин са кьил);
ПЕТИТ;false;false;;;;;;<типог.> петит (типографияда 8 пункттунин куьлуь гьарфарин шрифт);
ПЕТЛЯ;false;false;;;;;;;элкъвей цIар, чарх{
ПЕШКА;false;false;;;;;;<пер.разг.> алад-хъша, вач-хъша, са кесерни авачир гьакIан кас;
ПИГАЛИЦА;false;false;;;;;;<пер.разг.> чIимчIир (аскIан, яхун. гъвечIи инсан);
ПИЛИТЬ;false;false;;;;;;<пер.разг.> къехуьнрун, гъуьнтI гун, гьамиша айибар ийиз ччан къачун, гьамиша ччинар ккун;
ПИЧУТА, ПИЧУЖКА;true;true;;;;;;;
ПЛАВАТЬ;false;false;;;;;;<разг.пер.> хъсандиз тийижиз гьакI шакуналди лугьун, гъавурдик квачиз жавабар гун (мес. экзаменра);
ПЛАЗМА;false;false;;;;;;<мн.нет.биол.> плазма (ивидин, лимфадин ва масабрун жими рангсуз пай);
ПЛАСТМАССА;false;false;;;({пластическая масса}) пластмасса (жуьреба-жуьре затIар расдай, вич хан тийир, жуваз кIандай кIалубда тваз жедай, гьа кIалуб хуьдай масса, материал);;;;
ПЛАТО;false;false;;;;;;<нескл.геогр.> плато (дагъдин кьилел алай дуьзен);
ПЛЕВРИТ;false;false;;;;;;<мн.нет.мед.> плеврит (плевра перде тIа хьун, плеврадин тIал);
ПЛЁС, ПЛЁСО;true;true;;;;;;;
ПЛЕСТИСЬ;false;false;;;;;;<разг.> галчIур хьун;
ПЛОСКОСТЬ;false;false;;;;;;<мат.> дуьз ччин (вичин гьар гьи кьве точкадин арада хьайитIани дуьз цIар чIугваз жедай кьулу винел пад);
ПОБУДИТЬ;false;false;;;(са кар) ийиз тун, ийиз вугун;;;;
ПОБЫТЬ;false;false;;;;;;;хьун{
ПОВЕЛЕВАТЬ;false;false;;;;;;<уст.> гьакимвал авун, агъавал авун;
ПОВЕСТЬ;false;false;;;;;;<лит.> повесть (чIехи, яргъи гьикая);
ПОВЗВОДНО;false;false;;;;;;<нареч.воен.> взводралди, взвод-взвод (дуьзмиш хьун);
ПОВИДАТЬ, ПОВИДАТЬСЯ;true;true;;;;;;;
ПОД;false;false;;;(са кар) патал, (са кар авун) патал;;;;
ПОДАТЬ;false;false;;;;;;<ж.ист.> харж (революциядилай вилик нефесдилай къачудай харж);
ПОДДЕТЬ;false;false;;;;;;<пер.разг.> хкIурун, эцягъун, хкIадай гаф лугьун;
ПОДКОПАТЬСЯ;false;false;;;;;;<пер.разг.> кIаникай эгъуьнна фур атIун, кIаникай геле къекъвена жугъурун (садаз писвал патал);
ПОДКРАШИВАТЬСЯ;false;false;;;;;;<несов.см.> 1) {подкраситься};
ПОДЛИННИК;false;false;;;;;;<лит.> асул вич кхьей чIалал акъатайди (перевод туширди);
ПОДМАЗАТЬ;false;false;;;;;;<пер.разг.> ягъламишун, кIваляй фин, сив ширинрун (яни ришвет гун);
ПОДОГНАТЬ;false;false;;;;;;<пер.разг.> къведайвал авун, гьалтдайвал авун (мес. са кIвалах са вахтунал, са суварал);
ПОДОГРЕТЬ;false;false;;;;;;<пер.разг.> гьевес хкажун, къизмишрун;
ПОДПИСЬ;false;false;;;;;;<мн.нет> къул чIугун;
ПОДРАСТАТЬ;false;false;;;;;;<несов.см.> {подрасти};
ПОДРАСТИТЬ;false;false;;;(хвена) са кьадар чIехи авун;;;;
ПОДСКОЧИТЬ;false;false;;;;;;<разг.пер.> садлагьана гзаф хкаж хьун (мес. температура);
ПОДСТРИЧЬ;false;false;;;(атIана) кьуна куьруь авун;;;;
ПОДСТРОИТЬ;false;false;;;;;;<пер.разг.> туькIуьрун;
ПОДШТАННИКИ;false;false;;;;;;<ед.нет.разг.> вахчег;
ПОДЪЕХАТЬ;false;false;;;;;;<пер.разг.> агатун;
ПОЖАЛОВАТЬ;false;false;;;;;;;атун{
ПОЗДОРОВАТЬСЯ;false;false;;;(сабагь хийир, ахшам хийир лугьун);;;;
ПО3ДРАВИТЕЛЬНЫЙ;true;true;;;;;;;
ПО3ОРИТЬСЯ;true;true;;;;;;;
ПОИМУЩЕСТВЕННЫЙ;false;false;;;(малдал-девлетдал вигьидай, малдилай-девлетдилай къведай (харж, налог);;;;
ПОЛИСМЕН;false;false;;полисмен (Англияда ва США-да полициядин къуллугъчи);;;;;
ПОЛИТОТДЕЛ;false;false;;политотдел (са идарадин, мес. виликди МТС-ра, партийный ва политический кIвалахриз килигдай отдел);;;;;
ПОЛИТЭКОНОМИЯ;false;false;;;({политическая экономия}) политэкономия (обществодин производстводин, экономикадин отношенияр, алакъаяр ахтармишдай илим);;;;
ПОЛОВА;false;false;;;;;;<мн.нет.обл.> см. {мякина};
ПОЛОЖИМ;false;false;;;(рази туширвал ва инанмиш туширвал къалурун патал ишлемишда);;;;
ПОЛОСНУТЬ;false;false;;;(мес. далудай чукIул, къамчи);;;;
ПОЛОСТЬ;false;false;;;;;;<анат.> бушлух;
ПОЛПРЕД;false;false;;({полномочный представитель}) полпред (маса уьлквейра СССР-дин дипломатиядин векил);({полномочный представитель}) полпред (маса уьлквейра СССР-дин дипломатиядин векил);;;;
ПОЛПРЕДСТВО;false;false;;;({полномочное представительство}) полпредство (полпреддин, полпредвилин идара);;;;
ПОЛУСТИШИЕ;false;false;;;;;;<лит> шиирда са цIар ва я цIарцIин кьатI (цезурадалди пай жезвай);
ПОЛУЧКА;false;false;;;;;;<мн.нет> къачун;
ПОЛЬЗОВАТЬСЯ;false;false;;женщины {в СССР пользуются избирательным правом наравне с мужчинами} СССР-да дишегьлийриз итимрихъ галаз сад хьтин сечкидин ихтияр ава;;;;;
ПОМЫКАТЬ;false;false;;;;;;;пис рафтарвал авун{
ПОНУКАТЬ;false;false;;;(гьан-гьан лугьуз) гьерекатиз тун;;;;
ПОПАДАТЬ;false;false;;;;;;<несов.см.> {попасть};
ПОПУЛЯРНЫЙ;false;false;;;(халкьди) майилвал ийизвай;;;;
ПОПУРРИ;false;false;;;;;;<ср.нескл.> попурри (музыкадин жуьреба-жуьре произведенийрин-макьамрин кIусарикай туькIуьрай произведение);
ПОПУТНЫЙ;false;false;;;(са кардихъ галаз) санал жезвай;;;;
ПОРОЖНЯК;false;false;;;;;;<ж.-д.разг.> ичIи (буш) вагон;
ПОРШЕНЬ;false;false;;;;;;<м.тех.> поршень (цилиндрдин къене авай, цилиндрдиз газ, пар ракъурдай ва акъуддай алат);
ПОСИДЕЛКИ;false;false;;;;;;<ед.нет.обл.> хъуьтIуьн йифера садан кIвале кIватI хьунар, хуьруьк финар (мес. жегьилар садан кIвале кIватI хьайи межлис);
ПОСМЕШИШЕ;false;false;;;(масабур вичел) хъуьредайди;;;;
ПОЧТИ ЧТО;true;false;;;;;;;
ПРАКТИЧЕСКИЙ;false;false;;;;;;;практикадиз талукь тир{
ПРАХ;false;false;;;;;;<уст.> руг;
ПРЕВОСХОДИТЬ;false;false;;;;;;<несов.см.> {превзойти};
ПРЕДЕЛ;false;false;;;;;{в пределах СССР} СССР-дин сергьятрин къене;;
ПРЕДРАССУДОК;false;false;;;;;;;куьгьне чIуру адет, куьгьне адетар, куьгьне чIуру фикир, мавгьумат{
ПРЕЗИДИУМ;false;false;;бязи чIехи идарайрин регьбервал ийидай орган, мес. СССР-дин Верховный Советдин Президиум.;;;;;
ПРЕКЛОНЯТЬ;false;false;;;;;;<несов.см.> {преклонить};
ПРЕСМЫКАТЬСЯ;false;false;;;;;;<уст.> руфун галчIуриз фин (мес. гъуьлягъ);
ПРИВАРИТЬ;false;false;;;;;;<тех.> цIай гана кукIурун (ракь);
ПРИВИТЬСЯ;false;false;;;(ягъай дармандин рапуни) кар авун;;;;
ПРИСНИТЬСЯ;false;false;;;(ахвар) акун, ахварай акун;;;;
ПРИСТАВАТЬ;false;false;;;;;;<несов.см.> {пристать};
ПРИСЯГАТЬ;false;false;;;;;;<несов.см.> {присягнуть};
ПРИТЯЗАНИЕ;false;false;;;(са кар, са затI) кIанз дяве кьун;;;;
ПРИТЯ3АТЬ;true;true;;;(са кар, са затI) кIанз дяве кьун;;;;
ПРИУРОЧИВАТЬ;false;false;;;;;;<несов.см.> {приурочить};
ПРИЦЕПИТЬСЯ;false;false;;;;;;<пер.разг.> гьавалат хьун;
ПРИЩУРИВАТЬСЯ;false;false;;;;;;<несов.см.> {прищуриться};
ПРОБРАТЬ;false;false;;;;;;<пер.разг.> дяве авун, кIягъун;
ПРОГЛАЖИВАТЬ;false;false;;;;;;<несов.см.> {прогладить};
ПРОГОН;false;false;;;;;;<ист.мн.> прагун, рекьин гьакъи пул (виликди почтунин балкIанрал алаз финин кири пул);
ПРОДВИГАТЬСЯ;false;false;;;;;;<несов.см.> 1) {продвинуться};
ПРОДЁРГИВАТЬ;false;false;;;;;;<несов.см.> {продёрнуть};
ПРОДОЛЖАТЬ;false;false;;;(са кар) ийиз амукьун;;;;
ПРОДУВНОЙ;false;false;;;;;;<пер.разг.> амалдар, гьарамзадавал квай;
ПРОЕКТИРОВАТЬ;false;false;;;;;;<пер.разг.> фикир авун, къаст авун;
ПРОЗА;false;false;;;;;;<лит.> проза (шиирар тушир литература);
ПРОЗАИЗМ;false;false;;;;;;<лит.> прозаизм (шиирра прозадиз хас тир гафар ишлемишун, гьахьтин гаф);
ПРОЗОДЕЖДА;false;false;;;({производственная одежда}) кIвалахдин партал, кIвалахдал алукIдай партал;;;;
ПРОЛИВ;false;false;;;;;;<геогр.> пролив (кьве гьуьл сад-садак кукIурзавай яд авай гуьтIуь чка);
ПРОЛОТ;false;false;;;;;;<лит.> пролог (литературадин шейина, гзафни-гзаф драмада сифте гьахьдай, башламишдай кьил);
ПРОМТОВАРЫ;false;false;;;({промышленные товары}) промтоварар (мес. парчаяр, къапар ва мсб);;;;
ПРОМФИНПЛАН;false;false;;;({промышленно-финансовый план}) промфинплан (са карханадин промышленностдин кIвалахрин ва финансрин план);;;;
ПРОРЕЗЫВАТЬ;false;false;;;;;;<несов.см.> {прорезать};
ПРОРЫВ;false;false;;;(план бегьемрунин къене кимивал, багьемсузвал;;;;
ПРОСВЕТ;false;false;;;(дакIардин ва я ракIарин) гьяркьуьвал;;;;
ПРОСКВОЗИТЬ;false;false;;;(гар) галукьна мекьи хьун;;;;
ПРОСТАИВАТЬ;false;false;;;;;;<несов.см.> {простоять};
ПРОТЕЖЕ;false;false;;;;;;<ж.нескл.> протеже (къуллугъдал акъвазунин ва виниз экъечIунин карда вичиз са чIехи касдин патай куьмек авай кас);
ПРОТИВОПОКАЗАНИЕ;false;false;;;(са дарман ва я сагърунин са тагьер;;;;
ПРОТИВОПОЛОЖНОСТЬ;false;false;;;(хесетралди ва я маса лишанралди сад-садаз) акси тир кас (ксарикай сад);;;;
ПРОТРАВИТЬ;false;false;;;(кислотадалди) ккун;;;;
ПРОФАКТИВ;false;false;;;({профсоюзный актив}) профактив (профсоюздин актив);;;;
ПРОХОДНОЙ;false;false;;;(вичяй-тIуз) масаниз фидай рехъ авай, масаниз экъечIдай чка авай;;;;
ПРОЧЕРКИВАТЬ;false;false;;;;;;<несов.см.> {прочеркнуть};
ПРОЧЕСАТЬ;false;false;;;;;;<пер.воен.> вири чкайриз гуьлле гун (мес. са тама душмандин аскерар аватIа ахтармишиз тамуз кьиляй-кьилиз гуьлле гун);
ПРОЩАЙ, ПРОЩАЙТЕ;true;true;;;;;;;
ПШЁННЫЙ, ПШОННЫЙ;true;true;;;;;;;
ПЫЛ;false;false;;;;;;<обл.> ялав;
ПЯСТЬ;false;false;;;;;;<ж.анат.> билегдилай агъуз гъил (тупIар галай пай);
САГА;false;false;;;;;;<лит.> сага (къадим заманда Скандинавиядин халкьдин, шиирдалди лагьанвай кьиса);
САМОРОДОК;false;false;;;(вичи образование къачун тавуна) асулдай гзаф еке зигьин (талант) авай кас;;;;
САМОУЧКОЙ;false;false;;;;;;;вичи-вичиз кIелна{
САНВРАЧ;false;false;;;({санитарный врач)} санврач, санитариядин доктор (см. {санитария});;;;
САНКЦИЯ;false;false;;;;;;<мн.полит.> санкцияр (пачагьлугърин арада даговордалди вичи хиве кьур мажбурвилер бегьемар тийиз договор чIурзавай пачагьлугъдин аксина жазадин серенжемар);
САРДИНА;false;false;;;(селедкадин жинсиникай са гъвечIи балугъ);;;;
САТЕЛЛИТ;false;false;;;(са планетадихъ галаз къекъведай;;;;
СБЕРКАССА;false;false;;;({сберегательная касса}) сберкасса;;;;
СБЕРКНИЖКА;false;false;;;({сберегательная книжка}) сберкассадин книжка, сберкассада пул эцигнавай книжка;;;;
СВЕДЕНИЕ;false;false;;;(см. {свести});;;;
СВЕРГАТЬ;false;false;;;;;;<несов.см.> {свергнуть};
СВЕРКА;false;false;;;;;;<типог.> сверка авун;
СВЕРСТАТЬ;false;false;;;;;;<типог.> вёрстка авун (см. {верстать});
СВЕТОБОЯЗНЬ;false;false;;;;;;<мн.нет.мед.> экуьникай кичIевал (вилеривай экуьниз килигиз тежер, экв эхиз тежер азар);
СВОЕВРЕМЕННЫЙ;false;false;;;(вичин) вахтунда хьайи;;;;
СВЯТОТАТСТВО;false;false;;;;;;<рел.> диндикай, аллагьдикай ягьанат авун;
СДОБРИТЬ;false;false;;;(са затI, мес. гъери, къаймах) кутуна хъсанрун, дадлу авун;;;;
СЁ;false;false;;;;;;<местоим.> ам (ва я им);
СЕБЕ;false;false;;;;;;<частица.разг.> жуваз;
СЕВООБОРОТ;false;false;;;;;;<с.-х.> севооборот (никIера магьсулар нубатдалди дегишрна цунин къайда);
СЕЛИТРА;false;false;;;;;;<мн.нет.хим.> селитра (хъиткьиндай шейэр расун ва агрономияда ччил гужлу авун патал ишлемищдай азотни турши квай кьел);
СЕМССУДА;false;false;;;(семенная ссуда) цадай тумунин бурж;;;;
СЕМФОНД;false;false;;;({семенной фонд)} тумарин фонд;;;;
СЕНТИМЕНТАЛЬНЫЙ;false;false;;;;;;<лит.> сентиментализмдин;
СЕРА;false;false;;;;;;<хим.> гугурт;
СЕРП;false;false;;;;;{серп и молот} мукални кIута (СССР-дин пачагьлугъдин герб);;
СЕРЫЙ;false;false;;;(рагъул;;;;
СЕССИЯ;false;false;;сессия (са идарадин ва я кIелдай чкадин тайин тир вахтара жедай кIватI хьун, заседание, кIвалахдин вахт,  мес. СССР-дин Верховный Советдин сессия, яни нубатда авай месэлайриз килигун патал депутатар кIватI хьун;;;;;
СЕЧЬ;false;false;;;;;;<ж.ист.> Сечь (16-18 лагьай виш йисара Украинада Запорожьедин казакрин дяведин тешкилат);
СИГНАТУРА;false;false;;;;;;<типог.> басма ийизвай ктабдин печатный листерин кьадар къалуриз гьар печатный листинин кIанихъ кхьидай цифра;
СИМПТОМАТИЧЕСКИЙ, СИМПТОМАТИЧНЫЙ;true;true;;;;;;;
СИСТЕМА;false;false;;;;;{он работает в системе министерства просвещения} ада просвещениедин министерстерстводин сисгемада, мес. школада, ОНО-да, кIвалахзава;;
СКАЗ;false;false;;;;;;<лит.> сказ, кьиса (эхтилатзавай касди вичин мецелай ахъайдай кьиса, эхтилат).;
СКАЛЬПЕЛЬ;false;false;;;;;;<м.мед.> скальпель (докторди операция ийидай какур чукIул);
СКЕТЧ;false;false;;;;;;<театр> скетч (хъуьруьнар, эарафатар квай куьруь пьеса, тамаша);
СКРЁБ, СКРЕБЛА, СКРЕБУ;true;true;;;;;;;
СКРЕЩИВАТЬСЯ;false;false;;;;;;<несов.см.> 1) {окреститься};
СКУЛИТЬ;false;false;;;;;;<пер.разг.> шел-хвал авун, айхь-уйхь авун;
СЛАСТЬ;false;false;;;;;;<пер.разг.> лезет, кеф;
СЛИВ;false;false;;;(кьеж, яд) авадардай (авахьдай) чка;;;;
СЛОВЕСНОСТЬ;false;false;;;;;;<лит.> литература;
СЛОВОИЗМЕНЕНИЕ;false;false;;;;;;<грам.> гафунин дегиш хьун (мес. кIел, кIеле. кIелен);
СЛОВООБРАЗОВАНИЕ;false;false;;;;;;<мн.нет.грам.> гаф (гафар);
СМЕРДЕТЬ;false;false;;;(вичикай) пис ни атун, пис ни галаз хьун;;;;
СМЕЩАТЬ;false;false;;;;;;<несов.см.> {сместить};
СМОРЧОК;false;false;;;;;;<пер.разг.> шуьткьвей;
СМЯТЬ;false;false;;;;;;<воен.пер.> басмишна буьнжуькьрун, кIур гун, хун (мес. душмандин кьушун);
СНАСТЬ;false;false;;;;;;<пер.мор.> гимидин цIилер ва муфтулар;
СНИЗИТЬ;false;false;;;(мес. къиметар).;;;;
СНОСКА;false;false;;;;;;<типог.> сноска (асул текстдин метлеб ачухриз ктабдин ччинин кIане ччараз гудай къейд);
СОБЛАЗНЯТЬ;false;false;;;;;;<несов.см.> {соблазнить};
СОВДЕП;false;false;;;({совет депутатов}) <ист.> депутатрин совет;;;;
СОВЕРШАТЬСЯ;false;false;;;;;;<несов.см.> 1) {совершаться};
СОВНАРКОМ;false;false;;;({Совет народных Комиссаров}) Совнарком (Халкьдин Комиссаррин Совет, гила Миинстррин Совет);;;;
СОЛО;false;false;;;;;;<муз.> соло (кьилди сада ягъун ва я са алатдал ягъун патал кхьенвай музыкадин макьам, шей);
СОНЕТ;false;false;;;;;;<лит.> сонет (вичиз хас тир къайдада туькIуьрнавай цIукьуд цIарцIикай ибарат шиир, мани);
СОНЯ;false;false;;;;;;<разг.> гзаф ксудайди, ахварал рикI алайди;
СООТВЕТСТВИЕ;false;false;;;;;;;килигайвал, кьурвал{
СОЦДОГОВОР;false;false;;;({социалистический договор}) соцдоговор (социализмдин договор);;;;
СОЦСОРЕВНОВАНИЕ;false;false;;;({социалистическое соревнование}) соцсоревнование (социализмдин соревнование);;;;
СОЦСТРАХ;false;false;;;({социальное страхование}) соцстрах (социальное страхование);;;;
СОЧИНИТЕЛЬ;false;false;;;;;;<уст.> писатель (шиирар, гьикаяр туькIуьрдайди, кхьидайди);
СПИВАТЬСЯ;false;false;;;;;;<несов.см.> {спиться};
СПОРТ;false;false;;;(гзафни-гзаф къугъунрин ва акъажунрин формада тухудай физкультурадин крар);;;;
СПРЯГАТЬ;false;false;;;;;;<несов.грам.> глагол дегишрун (глагол ксариз, кьадардиз, вахтариз килигна дегишрун);
СПРЯГАТЬСЯ;false;false;;;;;;<несов.грам.> глагол дегиш хьун (глагол вахтариз, ксариз, кьадардиз килигна);
СРАВНЕНИЕ;false;false;;;;;;<лит.> ташпигь.;
СТАЛО БЫТЬ;true;false;;;;;;;
СТАНДАРТИЗИРОВАТЬ, СТАНДАРТИЗОВАТЬ;true;true;;;;;;;
СТАНОВОЙ;false;false;;;(ва я {становой пристав}) <ист.> становой пристав (виликди уездда са участкадин начальник тир полициядин чиновник);;;;
СТАРЕЙШИНА;false;false;;;;;;<м.ист.> агъсакьал;
СТАРИТЬ;false;false;;;;;;;кьуьзуьди хьиз къалурун{
СТАРШИНА;false;false;;;;;;<ист.> кавха, юзбаши;
СТЕНГАЗЕТА;false;false;;;({стенная газета}) цлан газет;;;;
СТЕНОБИТНЫЙ;false;false;;;;;;<воен.уст.> цлар чукIурдай (мес. туп);
СТЕРЕОТИПНЫЙ;false;false;;;;;;<типог.> стереотипдин, стереотип тир, стереотипдай басма авур;
СТОПА;false;false;;;;;;<пер.уст.> ккам, къадам|<лит.> стопа (шиирдин цIарцIин са тайин уьлчмеда туькIуьрнавай кIус, пай);
СТРАХКАССА;false;false;;;({страховая касса}) страхкасса;;;;
СТРЕЛКА;false;false;;;;;;<ж.-д.> стрелка (ракьун рекье поезд ва я трамвай маса рекьиз акъудун патал рельсер юзурдай алатар);
СТРОИТЬСЯ;false;false;;;;;;<воен.> жергеда (жергейра) акъвазун, жергейра дуьзмиш хьун;
СТРЯПАТЬ;false;false;;;;;;<пер.разг.> расун, гьазурун, туькIуьрун;
СТЫДНО;false;false;;;;;;<нареч.в.знач.> <сказ.> регъуь я, айиб я;
СТЫК;false;false;;;(кьве ва я са шумуд затIунин кьилер) сад-садахъ агакьнавай чка, ккIанвай чка;;;;
СУБТРОПИКИ;false;false;;;;;;<ед.нет.геогр.> субтропикар (ччилин шардии тропикрилай кефердихъ ва кьибледихъ галай ва гьавадалди чими тропикрин зулуниз мукьва (тир чкаяр);
СЪЕЗДИТЬ;false;false;;;(акьахдай затIуна аваз);;;;
