гъварарин (гъварарикай расай) муьгъ;бревенчатый мост
адаз са затIни такIан къведач, ам са затIунилайни элкъведач;он не брезгает ничем
аял хун;разрешиться от бремени
пулари жибинда зигрингар ийизва;монеты бренчат в кармане
агьадай лув гун (самолётди душмандин кьушунриз пулемётдай гуьлле гуз ччилив мукьваз агьадай лув гун);бреющий полёт
буьруьнж ишлемишдай девир (лап къадим заманда кIвалин къапар, яракьар ва мсб. буьруьнждикай ийидай девир);бронзовый век
гьекь акъудун;бросать в пот
ягьай вил хкIадайвал хьун, аквадайвал хьун, лап малум жедайвал хьун;бросаться в глаза
гадрай къимет, лап ужуз къимет; {бросовый экспорт }см. {демпинг.};бросовая цена
къушаба цуьрер, ттарар (гимнастикадин патахъай туькIуьрнавай);параллельные брусья
запундин кIалуб;брусок мыла
руфунин тиф;брюшной тиф
яракьар юзурун, дяве ийида лугьуз кичIерар гун;бряцать оружием
керпичрин тек;бубновый туз
пака ам кIвале жеда;завтра он будет дома
ада кIелда;он будет учиться
бес я куьне эхтилатар авурди;будет вам разговаривать
килиг, сад къвезвай хьиз я;посмотри, будто идёт кто-то
адаз закай хъел къвезва, на лугьуди зун тахсирлу я;он сердится на меня, будто я виноват
вун мукьва хъфизвалда хьи;говорят, будто ты скоро уезжаешь
учитель яз (тирла);будучи учителем
чи гележег, чи къвезмай гьал (вахт);наше будущее
къведай йис;будущий год
къведай сеферда;в будущий раз
жезмай (гележегдин) учителар;будущие учителя
сагърай вун;будь здоров
вуж кIантIани хьуй… кIантIа ам… хьуй;будь то…
… нагагь ам артух акьуллу хьанайтIа…;будь он умнее
пехъи гар;буйный ветер
ччин чIурна, атIугьна ацукьун;сидеть букой
гьарфба-гьарф, гафба-гаф;а в
гьарфба-гьарф, гафба-гаф;у
гьакI кагьаздал аламукьун, бегьемар тавун;оставаться мёртвой
гьакI кагьаздал аламукьун, бегьемар тавун;ой
гьар са гаф дуьм-дуьз перевод авун;перевести
гьар са гаф дуьм-дуьз перевод авун;ально
асул мана;альный смысл
санжах (кIириналди агалдай санжах);английская булавка
семен балкIан;буланая лошадь
семен ранг (балкIандин);буланая масть
бульвардин газет (мещанриз кIандай куьлуь-шуьлуь хабарар, абрун рикI аладардай агьвалатар кхьидай усал газет);бульварная газета
чарчел къул чIугун;подписать бумагу
адан вири кагъазар (документар) къайдада авай;все его бумаги были в порядке
чар пул;бумажные деньги
памбаг парча;бумажная материя
бурлакрин манияр;бурлацкие песни
гъургъурардай къати вацI;бурливая река
: {с бухты-барахты} кIан-пун ахтармиш тавуна, фагьум тавуна;-
сагь тиртIа, ам къведай;он пришёл бы, если бы был здоров
зун са тIимил мад къекъведай! {ты бы заснул немножко} вун са тIимил ксана кIандай;я бы погулял ещё немного
гьич са затIни (са карни) тахьайди хьиз;как ни в чём не бывало
гьич тахьай мисал хьана;как не бывало
дуьнья акур тежриба авай кас;бывалый человек
ишлемшай затIар;вещи, бывшие в употреблении
и кар фад хьайиди тир, им фад хьайи кар тир;это дело было давно
ам ават тавуна (алукь тавуна, ярх тахьана) са тIимил амукьна;он чуть было не упал
ам физвай (физ башламишнай), амма… (фин хьанач);он пошёл было, но…
алатай (фейи) крар, вахтар рикIел хкун;вспоминать былое
фад алатай йисара;в былые годы
ам студент тирла (тир вахтунда): {в бытность его на Кавказе} ам Кавказда авайла;в бытность его студентом
амукьзавач, куьтягь жезва;перестают бытовать
яшайишдин шартIар;бытовые условия
зун кIвале авай;я был дома
зун студент тир;я был студентом
зун жеда;буду
гьакI хьуй;так и быть
белки, жеди;надо быть
хьайиди хьуй, кьейитIа кьий лагьана;была не была!
хьайиди хьуй;будь что будет
хунин перем;бязевая рубашка
бамишардай газ;удушливый газ
зегьерламишдай (зегьерлу) газар;отравляющие газы
лап яргъа ацукьун;на галёрке сидеть
кьудалди катун, кьудалди чукурун (балкIан);скакать галопом
регъуьн шагьад (гъуьр регъуьнин гьакъи;гарнцевый сбор
хам киреж яд илична гьазурун;гасить известь
яд илична гьазурай киреж;гашёная известь
бес я! куьтягь! артух рахун герек туш!;и никаких гвоздей
ам авачир чкада;там, где его нет…
сана жеда, сана виже къведач;где можно, где нельзя
игит пролетариат;героический пролетариат
лап асул кьилинди, асул метлеб авайди яз эцигун (са месэла, са кар);во главу угла поставить
верховный главнокомандующий (са дяведин чIавуз са пачагьлугъдин вири яракьлу къуватрин кьил, лап чIехи начальник);верховный главнокомандующий
кьилелай кап алтадун (яни чIуру кардиз рехъ гун, манийвал тавун);гладить по головке
садан аксиниз экъечIун, аксивал авун, ччин тагун;гладить против шерсти
адавай кIанхьун гьаваян кар я, гьатдай затIни авач;с него взятки гладки
цIалцIам тахта;гладкая доска
архайин секинвал, архайин динжвал;тишь да гладь
сигъдаказ, битевдиз нехиш атIун;вышивать гладью
бедназар, вили ягъун;дурной глаз
виле эцядай тIуб аквадайвал туш, мичIи я;хоть глаз выколи
1) гуьзердай; 2) виляй, фикирдай;на глаз
ачухдиз ччинал лугьун;в глаза сказать
алачир чкадал, кьулухъай; {смотреть в глаза} см. {смотреть};за глаза
такуна, бейхабардиз; на глазах вилик, акваз-акваз;между глаз
хелветда, маса кас алачир чкадал;с глазу на глаз
кьил къалур тавун;не показывать глаз
пиян яз, пиян вилералди;с пьяных глаз
дикъетдалди, вилер ахъайна;во все глаза
вилер акьалун, фикир тагун;закрывать глаза
кьил туькIвей патахъ;куда глаза глядят
пуд рангадин мулдин цуьк -беневша;анютины глазки
са гъвечIи геренди акун, килигун;взглянуть одним глазком
гуьзердай;на глазок
ачух авун, ашкара авун;поедать гласности
гафар туькьуьнун, ачухдиз лугьун тавун;глотать слова
шел кIевиз кьун, туьтуьна шел акIун;глотать слёзы
туьд къазундайвал гьараюн;драть глотку
хупI яд;глоток воды
хупI ийиз (хупI -хупI) хъун;пить глотками
лап куьгьне заманра, лап фад алатай заманра;в глубине веков
рикIе, рикIин къене;в глубине души
йифен (хъуьтIуьн, зулун) лап геж вахт;глубокая ночь (зима, осень)
лап кьуьзуьвал, лап кьуьзуь вахт;глубокая старость
къен авай бушкъаб (даяздан акси);глубокая тарелка
лап кIеви (дерин) сир;глубокая тайна
дерин фур;глубокая яма
дерин акьул;глубокий ум
дерин гъам, хажалат.;глубокое горе
акьулсуз аял;глупый ребёнок
ихтибар алач;того и гляди
ихтибар алач марф къвада;того и гляди дождь пойдёт
кьил туькIвей патахъ; {гляди в оба} см. {оба}; г{лядеть сквозь пальцы }<см.>{ палец.};куда глаза глядят
гуьзгуьдай вичиз килигун;глядеться в зеркало
цIарцIар гудайвал авун;навести глянец
1-манада;гниль
юкь агъуз авун, алчахвал авун;гнуть спину
гардан кIир авун, алчахвал авун;гнуть шею
,{ спину }аман атIудалди зегьмет чIугун; {гнуть свою линию} см. {линия};гнуть горб
ада гьинихъ къекъуьрзава, кквез ишара ийизва? вуч фикирда кьуна лугьузва?;куда он гнёт?
лугьудай кар авач, ачух я;нечего говорить
вуч лугьуда кьван, дуьз я, гьелбетда;что и говорить
къерехай субут авунихъ игьияжвал авач, вичи вичиз шагьидвал ийизва;говорит само за себя
маса гафаралди;иначе говоря
малдин хъуцIур, малд пидикай цIурурай хъуцIур;говяжье сало
дамах гваз кIекI хьиз къекъуьн;ходить гоголем
йиса кьиляй-кьилди;круглый год
йис кими яз гьафте, яни са вад юкъуз, са тIимил вахтунда;без году неделя
фейи йис.;прошлый год
,;вратарь
ччан эцигун, кьиникь (са кардин рекье);сложить голову
кьилихъай (къатканвайдан кьил галай пата);в головах
сифтени-сифте, сифте нубатда;в первую голову
ва я {намылить голову} кIевиз айибар авун, кIевиз тадияр гун;вымыть
келефдин кьил квахьнава, ийир-тийир квахьнава (крар, къайгъуяр гзаф хьуникди);голова идёт кругом
са кьилин виниз хьун, гекъигиз тежер кьван гзаф виниз хьун (акьулдал, чирвилел);быть головой выше
фикирдай акъатна, рикIелай алатна;из головы вон
бейхабардиз, цавай аватай хьиз;как снег на голову
кьил кукIварун (яни са четин месэла гьял ийиз, гъавурда гьатиз алахъун);ломать голову
михьиз хун, тамамвилелди кIаник кутун (дяведа душман);разбить на голову
сирер михьиз ачухун, жув (ва я масад) лап гъилелди вугун;выдать с головой
кьил-ттум гатаз, гзаф тадиз;сломя голову
{овец} виш хеб;сто голов
чекмейрин ччинар;головки сапог
кьил гижи ийидай хьтин кьакьанвал. 2. <перен.> кьил кьилелай алуддай;головокружительная высота
кьил кьилелай алуддай хьтин еке агалкьун;головокружительный успех
гишила (кашакди) кьиникь;голодная смерть
дустагъри (дустагъ авунвайбру) каш чIугун малумарна;заключённые объявили голодовку
гишинвиляй, гишила;с голодухи
сес гунин ихтияр;право голоса
вирида са сивяй, вирида сад-хьиз;все в один голос
ь;голосоват
сесина эцигун;ставить на голосование
2-манада;голубка
кьецIил гъил кягъиз тахьуй гьа, мукъаят акъваз гьа;голой рукой не тронь
са четинвални авачиз, регьятдиз къачун;брать голыми руками
кьуру фактар.;голые факты
кьуна акъвазриз тежер гзаф зурба хъуьруьн;гомерический смех
сада садав акъажиз яракьар гзаф акъудун;гонка вооружений
(ва я {собак)} <разг.> гьакI бушдиз къекъуьн, гьакI гьатун;гонять лодыря
1)кьил винелди, гуьнедай винелди; 2) виниз, еке дережадиз;в гору
кьил виняй агъуз, гуьнедай агъуз;под гору
яргъал алач, мукьвал ала;не за горами
ящикрин дагълар, дагълар хьтин гьамбарар;горы ящиков
муркIадин кIунтIар (алеррай авахьун патал).;ледяные горы
адалай вуч хьайитIани алакьда, ам гьар са кар гъиляй къведайди я;он на всё горазд
жуван (вичин) зегьметдалди;своим горбом
юкь (кIулар) экъисун;горбить спину
адаз гьич къайгъуни авач;а ему и горя мало
жезмай кьван (гьараюн);во всё горло
йикь-кьиникь лугьуз гьалтун, ченедикай кьуна алат тавун, кIевиз гьавалат хьун;с ножом к горлу пристать
туьтуьна акIун (яни маний хьун), зегьле тухун;поперёк горла стать
(садлагьай манада);горн
буш, гьавайда, герексуз кар къундармишун, гьавайда алахъун;огород городить
къавалай тIветI фейи кьванни туш, гьич са эсерни ийизвач;как об стенку горох
квасади (кабачиди) хьиз хъуьредайвал алукIнавай кас, никIе акIурдай аюх хьтин кас;чучело гороховое
сарсах, вичел хъуьруьрдайди;шут гороховый
тIехвер алай чит;ситец горошком
са гъапа авай гьуьр;горсть муки
гъерида туькьуьл дад ава;масло горчит
хуьрекдилай кьулухъ горчица, хинкIар тIуьрдалай кьулухъ гъайи серг;после ужина горчица
йифен горшок, аял къециз экъечIдай къаб;ночной горшок
туькьуьл дертлувилин накъвар;горькие слёзы
акьалтIай пияниска;горький пьяница
цIийи гелера аваз; тадиз, геж тавуна;по горячим следам
хъел квай чIавуз;под горячую руку
гатун, вигьин (лашар);всыпать горячих
мергьеметлу, гьуьрметлу жанаби;милостивый государь
готический шрифт (пIипIер алай хьтин кьетIен са жуьредин гьарфаралди кхьин);готический шрифт
тамам гьазур яз хьун;быть в полной готовности
ада вич куьмек ийиз гьазур тирди малумарна;он изъявил готовность помочь
хар кваз марф къвана;пошёл дождь с градом
хар хьиз гуьллеяр;град пуль
гражданар (са уьлкведин эгьли, инсан, кас), ватанэгьли;граждане
гражданинвилин вири ихтияррикай магьрум авун;гражданская смерть
граждан дяве (яни са уьлкведин вичин къене классрин арада дяве);гражданская война
граждан (яни дявединди тушир) къуллугъ.;гражданская служба
Советрин Союздин гражданинвал;советское гражданство
маса уьлкведин посолди вич посолвилиз атанвай уьлкведин гьукуматдив вичин векилвилин гьакъиндай вугудай документ;верительная грамота
авамдаказ чIурукIа кхьенвай чар, сикIрен кагъаз;филькина грамота
техникадай чирвал;техническая грамотность
гъилин граната, гъилин бомба;ручная граната
мурцарин стакан;гранёный стакан
кар авачиз гьакI къекъуьн;гранить мостовую
заграницадиз, ччара пачагьлугъриз, ччара уьлквейриз;за границу
1) сергьятдилай къеце; 2) заграницада, ччара пачагьлугъра, ччара уьлквейра;за границей
пароход гьерекатдал гъидай чарх;гребное колесо у парохода
цаву къукърумар (ванер) ийизва;гром гремит
ван ийидай гъуьлягъ (тропикдин уьлквейра жедай зегьерлу гъуьлягъ, адан ттумуни ван ийида);гремучая змея
хъиткьиндай газ;гремучий газ
ширшир ийидай булах;гремучий ключ
гьиллейралди къазанмишун, тIуьн, жибин ацIурун (кIвалахзавай чкада чIуру рекьералди);греть руки
айиб туш, айиб авай кар туш;не грех
са-бубат; усалдаказ;с грехом пополам
кIерец;грецкий орех
грек чIал;греческий язык
къарникъузар хьиз (булдаказ ва фад) акьалтун;расти как грибы
балкIандин фири;конская грива
асландин фири;львиная грива
ччиниз грим ягъун;наложить грим
ччин чIурун, ччинивди кьуьруькар авун;делать гримасы
суруз ракъурун, рекьидалди азабар гун;вогнать в гроб
лап суруз фидалди, лап рекьидалди;по гроб
рекьидалди;до гробовой доски
ва я {гробовая тишина} сурун хьтин лал кьун, секинвал, дерин секинвал;гробовое молчание
сурай къведай хьтин (векъи, аскIан, пис) ван;гробовой голос
гзаф хъел кваз рахун, сивяй цIай чукIурун;метать громы и молнии
кьилел бала татанамаз, кьилихъ галукь тавунамаз;пока гром не грянет
алахьай юкъуз цавун гугрум хьиз, рикIелни алачиз, бейхабардиз;как гром среди ясного дня
капарин гужлу ван.;гром аплодисментов
кIевиз рахун, кIеви ванцелди рахун;громко говорить
цав рахунин ванер;громовые раскаты
чет кепекдайни кьун тавун, кIусни саймиш тавун;ни в грош не ставить
тамам ачух ван, дериндай акъатзавай кIеви ван;грудной голос
диафрагма (хурун бушлухдинни руфунии бушлухдин арада авай перде);грудная преграда
ппар авай вагонар;гружёные вагоны
гуржи чIал;грузинский язык
накьвадин (къван ттун тавур) рехъ;грунтовая дорога
дагъларин цIиргъ;гряда гор
къекъер, къвалар (арабадин);грядки
дарман жедай (азарлуди сагъардай) палчухдин ванна;грязевая ванна
(ва я: {закидать}) {грязью}, {смешать с грязью, втоптать в грязь, затоптать в грязь} вири чиркер кьилелай эличун; буьгьтенар вигьена нубатсуз русвагь авун; {не ударить лицом в грязь} <см.>{ лицо.};забросать
ширин гафар гун, кьуру гафар гана бегьемар тавун;по губам помазать
сивихъай некIед ни къвезма, сиве некIед сарар ама;молоко на губах не обсохло
{заячья; надуть губы} пIузарар куьрсарун (бейкеф хьун);заячья губа
пIузарар.;губы
губерниядин кьилин шегьер;губернский город
гуманитар илимар (мес. история, чIалан илим ва мсб);гуманитарные науки
кIеретI хьана фин;итти гурьбой
къазран хам хьтин хар (твар) акъатай хам;гусиная кожа
ам иниз гъваш;приведи его сюда
адаз эвера;позови его
адак кямир;не трогай его
адан буба;его отец
недай чIавуз;во время еды
лап зайифдиз, жизви;едва-едва
бажагьат;едва-ли
ада а чIавуз анжах кIвалахиз башламишнавай;он тогда, едва начинал работать
ам экъечIзамазди адан юлдаш гьахьна;едва он вышел, как вошёл его товарищ
зун са гужалди фена агакьна;я едва дошёл
зун ярх тахьана жизви къакъатна;я едва не упал
лампа лап жизви кузва.;лампа едва горит
уьлчмедин тек;единица измерения
вирида сад хьиз, садвилелди;единодушно
теквилин число;единственное число
гьич са касни;ни единого человека
садни амачиз вири;все до единого
тафават авач, са гафар я;всё едино
гьар са касдиз (гьар са недай касдиз) кьве килограмм;по два килограмма на едока
недайбур гзаф ава;едоков много
гьамишан къайгъуяр;ежедневные заботы
залпанд кIевиз кьун, туьнтвилелди кIевиз рафтарвал авун;держать в ежовых рукавицах
арабадик (алеррик) кутIундай кицIер;ездовые собаки
рикIи тумп-тумп ийизва, рикI хъуткъунзава (мес. кичIе хьана);сердце ёкает
рикIи тумп авуна, рикI хъуткъунна;сердце ёкнуло
са гуж-баладалди; лап са жизви;еле-еле
елдин (ялав) тахтаяр;еловые доски
ель (гьамиша къацу цацар хьтин пешер алай шамагъаждин жинсиникай тир ттар, муьтквер ттар);ж
ваз кIандатIа, за ваз ктаб гуда;если хочешь, я дам тебе книгу
эгер (нагагь) ам атанайтIа;если бы он пришёл…
месэладин асул гьакъикъат;естество вопроса
адаз ктаб ава (ва я: адав ктаб гва);у него есть книга
гьакъикъат вуч я?;что есть истина?
вилер алуд тавун;есть глазами
гьелбетда;ещё бы
ам алакьун тIимил авайди я, артухлама кагьулни я;он мало способен, да ещё ленив
зун гьеле гьазур туш;я ещё не готов
гьеле жегьил я.;ещё молод
ракIарихъ, ракIарин кьулухъ;за дверью
столдихъ ацукьун;сидеть за столом
дагъларилай анихъ, дагъларин кьулухъ;за горами
вацIалай анихъ, вацIун а пата;за рекой
ктабдин гуьгъуьнлай (гуьгъуьнай) ктаб кIелун;читать книгу за книгой
зи гуьгъуьнаваз (гуьгъуьниз) ша;иди за мной
хъуьчIуьк, кьулак;за пазухой
ам инженердик (гъуьлуьк) ква;оиа замужем за инженером
секретардин къул алай чар;бумага за подписью секретаря
герек туширвиляй, герек туширвилиз (тахьуниз) килигна;за ненадобностью
зи кIвачихъ (тIварунихъ) кхьихь;запиши за мною
г вал бурж ала;за тобою дол
газет къачуз очередда акъвазун;стоять в очереди за газетой
яд гъиз фин;пойти за водой
аялриз килигун;смотреть за детьми
цIарцIелай элячIун, цIарцIелай анихъ элячIун;перейти за черту
сад гъил кьуна тухун;вести кого-нибудь за руку
гъил кьун;брать за руку
кIвалахдив эгечIун;взяться за работу
хъуьтIуьз;за зиму
са сеферда. 1;за один раз
поезд фидалди са сят амаз, са сятинин вилик. 1;за час до отхода поезда
юлдашдин патахъай (эвездай) къул чIугун. 1;расписаться за товарища
революциядин патахъай (революция патал) женг чIугун. 1;бороться за революцию
кьуда кьван тIуьн. 1;кушать за четырёх
сагълугъдай хъун;пить за здоровье
вуч;что за
вуч къал я?;что за шум?
пагь, вуч йиф я! ажеб йиф я!;что за ночь!
рикIел хуьн тавун, рикIелай ракъурун, рикIелай фенвайдай гьисабун;предать забвению
пенжерар мелдалди лацу авун;забелить окна мелом
нек яна чай лацу авун;забелить чай молоком
ягъай мих;забитый гвоздь
кIарасривди ацIурнавай тевле;сарай, забитый дровами
кьулар яна кIевнавай рак;дверь, забитая досками
кичIерар гана (гъуьнтIуьник кутуна) ажузарнавай кас;забитый человек
вичин кьиле гьатайди (са фикир) кIевиз кьуна акъвазун;забить себе в голову
гужалди кьиле ттун, кьил герексуз шейэривди ацIурун;забить голову
мих ягъун;забить гвоздь
вири тевлеяр кIарасрив ацIанва;все сараи забиты дровами
тахтаяр яна рак кIевун;забить дверь досками
шар яна пипIез ракъурун (бильярдда);забить шар в угол
пипIе гьахьна акъвазун;забиться в угол
ада вичин кефиниз вуч кIан хьайитIа (вичиз вуч хъсан яз акуртIа), гьа кар ийизва;он делает, что ему заблагорассудится
вилерал накъвари цIарцIар гана (яни накъвар акьалтна);слёзы заблестели на глазах
ягъалмишрун;ввести в заблуждение
ягъалмиш хьун;впасть в заблуждение
ам тифдик азарлу хьана;он заболел тифом
яргъалди кIелуник вилер тIа хьана (тIар жез башламишна);глаза заболели от долгого чтения
туьнт туьтуьн;забористый табак
къайгъу чIугун;проявить заботу
югъ къайгъуйрик кваз акъатзава;день проходит в заботах
ва я{ с открытым забралом }мердвилелди, ачухдиз, далдаламиш тавуна;без забрала
кьиле гзаф ялар ттун, дамах къачун;много забрать себе в голову
кьиле гьатай са фикир кIевиз кьун, гьам ахъай тавун;забрать в голову
(жув фидайла) ктабар къачун (ктабар гваз фин);забрать с собой книги
ттараз акьахун;забраться на дерево
яргъандик акахьун;забраться под одеяло
кIвализ гьахьун;забраться в дом
жизви экв (югъ) малум жезмазди;чуть забрезжило
къван гун, къванер гьалчун; дашкъалагъун; {забросать грязью }см. {грязь};забросать камнями
цуьквер гадрун;забросать цветами
докладчикдал суалар къурна (ва я докладчикдиз гзаф суалар гана).;докладчика забросали вопросами
гадрай туп;заброшенный мяч
килиг тийиз гадарнавай багъ;заброшенный сад
гьаят зирзибилдив ацIанва;двор завален мусором
гъварар вигьена рехъ кIевна;брёвнами завалили дорогу
уьцIена авахьай живедин маргъалди рехъ басмишна;снежным обвалом завалило дорогу
цал уьцIуьрун;завалить стену
ктаб шкафдин кьулухъ аватна;книга завалилась за шкаф
ксуз къаткана;завалился спать
цал уьцIена;стена завалилась
шудургъа башламишун;заварить кашу
кеф чIугвадай чка (недай-хъвадай затIар ва манияр лугьудайбур авай ресторан);увеселительное заведение
учебное заведение, кIелдай чка, школа;учебное заведение
затIар чарчик кутун;завернуть вещи в бумагу
пипIелай анихъ алчуд хьун;завернуть за угол
кран алчудрун;завернуть кран
яргъан алчудна жув кIевун;завернуться в одеяло
перемдин хел къакъалж хьана;рукав рубашки завернулся
перде тIимил хкажун (яни са кар ашкара авун, ачухун);приподнять завесу
гумадин далда, гумадин перде (яни дяведа душмандикай жув чуьнуьхун патал ахъайдай гум);дымовая завеса
цIун перде (яни душмандин вилик пад атIун патал датIана ядай тупарин гуьллеяр);огневая завеса
уьлендиз тухун, тухвана акъудун;завести в болото
цIийи къайдаяр ттун;завести новые порядки
сят къурмишун;завести часы
мотор худда ттун;завести мотор
адахъ цIийи танишар хьана;у него завелись новые знакомства
Ленинан весияр;заветы Ленина
эрзиман тир (рикIин мурад тир) хиялар;заветные мечты
чинеба хуьзвай хазина;заветный клад
бурма авунвай чIарар, бурма (кьилин раснавай, туькIуьрнавай бурма);завивка
заз (адан) язух къвезва (адан) кар акьван хъсанзавач;не завидую
и месэла гьял авун гьадал акъвазнава (гьадалай аслу я);решение этого вопроса зависит от него
пехил инсан;завистливый человек
фикир (дикъет) жувал чIугун;завладеть вниманием
техникадин лап цIийи агалкьунар;новейшие завоевания техники
революциядин къазанмишунар;завоевания революции
ихтибар къазанмишун;завоевать доверие
халкьдик къалабулух акатна;толпа заволновалась
цифери цав кьуна;тучи заволокли небо
вилерал накъвар акьалтна, накъвари вилер хуш акьалтай хьиз авуна;глаза заволокло слезами
цавал цифер акьалтна, цав цифери кIевна;небо заволоклось тучами
ратар алчуд хьун;заворот кишок
гьамиша ресторанда жедай кас, гьамиша ресторандиз къведайди, гьамиша ресторандиз фин вичин адет хьанвай кас;завсегдатай ресторана
<пер.разг.> уду-будуйралди алдатмишун, къе-пака лугьуз гаф гуз алудун;кормить завтраками
дяве башламишун, дяведив эгечIун;завязать бой
уьленда акIун;завязнуть в болоте
буржара акIун;завязнуть в долгах
мискIал лугьун;загадать загадку
са число фикирда кьун;загадать число
къаб алаз рахун, айгьамралди рахун;говорить загадками
ингье тIвал алай чка гьа им я ман!;вот в чём загвоздка
кьадардилай артух чапла патахъ акIаждай ксар, дуьз цIар чIурдайбур;левые загибщики
кьилин гьарфар, чIехи гьарфар;заглавные
кьилин гьарфар, чIехи гьарфар;ы
ам алачир чкадал адаз экъуьгъзава;заглаза его ругают
артухни алаз бес жеда;заглаза хватит
гарун къувди (ванци) адан гьараюнин ван басмишна;вой ветра заглушил его крик
эчIелин хъчари сал басмишна;сорные травы заглушили огород
тIал явашрун;заглушить боль
самовар баймишрун;заглушить самовар
яргъаз килигун, гележегдин гьакъиндай фикир авун;заглядывать вперёд
хурук кутур вагьши гьайван хьиз кичIела;как загнанный зверь
гьайванар гьаятдиз гьалун;загнать скот во двор
гзаф гьална балкIандиз тади гун;загнать лошадь
мецив кьун, мез-гъвел ягъун, алдатмишун;заговорить зубы
тупар кардив эгечIна, тупари башламишна;заговорили пушки
рахунрал машгъул хьана ада кар рикIелай ракъурна;он заговорился и забыл о деле
гъиляй-виляй вигьенваз хьун;быть в загоне
рагъэкъечIдай патай цавун кIан яру хьана, цавун кIаниз ярар яна;восток загорелся
вилера такIанвилин цIай гьатна;глаза загорелись ненавистью
гьуьжет къизмиш хьана.;загорелся спор
(экуьна акъвазна) экв кIевун;загородить свет
шегьердилай къеце сейрда къекъуьн;загородная прогулка
емишар заготовка ийидай ксар, емишар къачуна гьазурдай ксар;заготовители фруктов
цацар алай симерин жугъун;проволочное заграждение
минаяр кваз манийвалдай чкаяр;минные заграждения
заграницадин (ччара уьлквейриз фин патал) паспорт;заграничный паспорт
еке затIар эцигна-эцигна кIвал ацIурун;загромоздить комнату
гьикая артухан куьлуь-шуьлуьйривди ацIурна яргъи авун;загромоздить рассказ подробностями
1-манада;загрузить
виридаз фадлай чизвайбур тикрарун;твердить зады
балкIанди кIурар хкадарзава, кIурарив ягъизва;лошадь бьёт задом
кIвалерин кьулухъ патарай яна фин.;идти задами
трамвайдик акатна кицI кьена;трамвай задавил собаку
бажарагъвилин лишанар, зигьиндин лишанар;склонность
(ва я {задать встрёпку, задать перцу}) пис дяве авун, кIягъун, туьнбуьгь авун;задать баню
катун;задать тягу
фурс къачун, дамах авун;задать форсу
за ваз ийидайди ийида!;я тебе задам!
кIвализ (кIвале ийиз) кIвалах тун;задать работу на дом
жуван вилик мурад (везифа) эцигун;задаться целью
за айнаяр вутIнатIа, гьинал эцигнатIа?;куда я очки задевал?
айнаяр гьикI (вутI) хьана, гьиниз фена, гьиниз квахьна?;куда задевались очки?
гъилер гацум хьана, кIарас хьиз хьана;руки задеревенели
перде авадрун;задёрнуть занавес
гуьлле кIарабдик хкIунач;пуля не задела кости
ада стакандихъ хел галукьарна;он рукавом задел стакан
и гафарикай адак (адан кефиник хкIуна).;эти слова задели его
1, 2. 4 манайра;задрать
кьулу-кьулухъ фин; кьулу-кьулухъ гьалун; хих гун;дать задний ход
геж гъавурда гьатдайди, виликамаз фагьум тийирди я;задним умом крепок
чинебан фикир;задняя мысль
поезд фидалди фад;задолго до отхода поезда
вун къведалди тIимил вилик;не задолго до твоего прихода
кьил хкажун (виниз авун);задрать голову
1 ва 2 манайра;задуть
рикIин дуст;задушевный друг
рикIин къеняй сугьбет;задушевный разговор
пичини гум ийиз башламишна;печь задымила
кIвалин къав гумади чIулаврун;задымить потолок
карвансара;заезжий двор
жанавурди хеб тIуьна;волк заел овцу
дармандин винелай ада вирт тIуьна;лекарство он заел мёдом
хулаз (хандакIдиз) аватун;заехать в канаву
як чурун;зажарить мясо
япар кIевун (япара тупIар ттун);зажать уши
нер кIевун;зажать нос
сив кьун (рахаз вугун тавун);зажать рот
критика чуькьуьн;зажать критику
спичка ягъун, спичка куькIуьрун;зажечь спичку
1 ва 4-манайра;зажать
мугьманвилиз эверун;зазвать в гости
сагълугъдай хкаждай тост;заздравный тост
айиб кар;зазорное дело
ягьсузвилелди, регъуьни тахьана;без зазрения совести
мурцай кьацIар авай (кьацIар акъатнавай, кьацI-кьацI хьайи) чукIул;нож с зазубринами
ада накьан кардикай чуькьни авунач (гафни кьунач. са гафни акъуднач);он даже не заикался о вчерашнем деле
буржуна къачун, бурж къачун;взять заимообразно
урус чIалай къачур гафар;заимствования из русского языка
магазиндиз гьахьун;зайти в магазин
